Mobileuploads_127.jpg, deze was voor mijn vader
Mobileuploads_128.jpg, nog eentje dan
Mobileuploads_129.jpg,
Mobileuploads_13.jpg, trots
Mobileuploads_130.jpg,
Mobileuploads_132.jpg, wat je onder de bank kan vinden als je opruimt voor de verhuizing (2)
Mobileuploads_133.jpg, wat je onder de bank kan vinden als je opruimt voor de verhuizing (1)
Mobileuploads_134.jpg,
Mobileuploads_135.jpg, ziet er lief uit
Mobileuploads_136.jpg, heeft iemand interesse voor één of meerdere (liefst alle!) van deze boeken? anders gaan ze weg (3)
Mobileuploads_137.jpg, heeft iemand interesse voor één of meerdere (liefst alle!) van deze boeken? anders gaan ze weg (2)
Mobileuploads_138.jpg, heeft iemand interesse voor één of meerdere (liefst alle!) van deze boeken? anders gaan ze weg (1)
Mobileuploads_14.jpg, kijk selwyn, ik zie lucid daar hangen!
Mobileuploads_140.jpg,
Mobileuploads_141.jpg, begrafenis van oma: de schoenen van de dragers
Mobileuploads_142.jpg, rara wat is het
Mobileuploads_143.jpg, over zakpijpen
Mobileuploads_144.jpg, hoi
Mobileuploads_145.jpg, weer een beroemdheid op de zuidas: pietje reu - with Piet Reumer
Mobileuploads_146.jpg, altijd fijn die stimulerende posters bij het koffiezetapparaat.
Mobileuploads_15.jpg, zo. en nu is het tijd voor true detective.
Mobileuploads_150.jpg, het kanon van pampus
Mobileuploads_156.jpg, slavenboot
Mobileuploads_157.jpg, svetlana
Mobileuploads_158.jpg, reuzenlasagna!
Mobileuploads_159.jpg, het is mooi buiten
Mobileuploads_16.jpg, 
Mobileuploads_160.jpg, mannen en vuur...
Mobileuploads_162.jpg,
Mobileuploads_165.jpg, 3d printer
Mobileuploads_166.jpg, lichtgevend!
Mobileuploads_167.jpg, mari slaapt weer — with Mari Bennie.
Mobileuploads_168.jpg, baby-Venus
Mobileuploads_169.jpg,
Mobileuploads_17.jpg,
Mobileuploads_170.jpg, golven!
Mobileuploads_171.jpg, dank je Kirsten en mama
Mobileuploads_172.jpg, gezien bij de toko
Mobileuploads_173.jpg, mijn mond is te klein
Mobileuploads_174.jpg, voor de bbq met collega's: 2 beer butt chickens.
Mobileuploads_175.jpg, pj harvey
Mobileuploads_176.jpg, "Snack Idea-Ants on a Log. Make a yummy snack that looks like ants sitting on a log. Ingredients: Celery Stick, Peanut Butter, Raisins"
Mobileuploads_177.jpg,
Mobileuploads_178.jpg, konijntjes
Mobileuploads_179.jpg, eng he
Mobileuploads_18.jpg,
Mobileuploads_180.jpg, lief he
Mobileuploads_181.jpg, op rikkies bruiloft
Mobileuploads_182.jpg, nieuwe aanwinst
Mobileuploads_183.jpg, 'Welcome to the land of the bat'
Mobileuploads_184.jpg, Marcel dzama
Mobileuploads_185.jpg,
Mobileuploads_186.jpg,
Mobileuploads_187.jpg,
Mobileuploads_188.jpg,
Mobileuploads_189.jpg, animatie filmfestival in stuttgart! hier kijkt een schildpad omhoog
Mobileuploads_19.jpg, je imago, daar denk je over na!
Mobileuploads_190.jpg,
Mobileuploads_191.jpg, op koninginnedag in je rolstoel
Mobileuploads_192.jpg, hondje is niet bang dat hij geraakt wordt
Mobileuploads_193.jpg,
Mobileuploads_194.jpg, terecht!
Mobileuploads_195.jpg,
Mobileuploads_196.jpg,
Mobileuploads_197.jpg,
Mobileuploads_198.jpg,
Mobileuploads_199.jpg,
drinkydronky.jpg, zo is het maar net.
malaga1.jpg, zo ziet de rekening eruit
malaga2.jpg, malaga!
Mobileuploads_2.jpg,
Mobileuploads_20.jpg, ik heb het gevecht gewonnen! en nu gaan we ze opeten
Mobileuploads_200.jpg, onderste is een autoband
Mobileuploads_21.jpg, lekker gespierd — at Frans Hals museum
Mobileuploads_22.jpg, privé emails Assad gelekt
Mobileuploads_23.jpg,
Mobileuploads_25.jpg,
Mobileuploads_26.jpg,
Mobileuploads_27.jpg, wat is dit?
Mobileuploads_28.jpg, de zelfklevende nagels met trendy design passen mijn vader ook
Mobileuploads_29.jpg, "zelfklevende nagels met trendy design".
Mobileuploads_3.jpg,
Mobileuploads_30.jpg,
Mobileuploads_31.jpg, voor maar 3,95!
Mobileuploads_32.jpg,
Mobileuploads_33.jpg,
Mobileuploads_34.jpg,
Mobileuploads_35.jpg,
Mobileuploads_36.jpg,
Mobileuploads_37.jpg,
Mobileuploads_38.jpg,
Mobileuploads_39.jpg,
Mobileuploads_4.jpg,
Mobileuploads_40.jpg,
Mobileuploads_41.jpg,
Mobileuploads_42.jpg, The dancing Nicholas Brothers
Mobileuploads_43.jpg, mooie avond in nunspeet...
Mobileuploads_44.jpg, zou het recept bekend zijn?
Mobileuploads_45.jpg,
Mobileuploads_46.jpg,
Mobileuploads_48.jpg, groene Amsterdammer v deze week: over duistere kant v shell, hedendaagse kunstmarkt en waarom we van mooie, meelijwekkende meisjes houden. goed!
Mobileuploads_5.jpg,
Mobileuploads_50.jpg, even naar de wc
Mobileuploads_51.jpg, dat zijn de betere recensies!
Mobileuploads_52.jpg, fijne avond met Peking eend, cha sieuw en the hangover :-)
Mobileuploads_53.jpg, zwarte kip!
Mobileuploads_54.jpg, dit lijkt me niet lekker
Mobileuploads_55.jpg, eindelijk weer iets aan de muur!
Mobileuploads_56.jpg, ...een unieke leefgemeenschap
Mobileuploads_57.jpg,
Mobileuploads_58.jpg, de voorstelling was aangrijpend
Mobileuploads_6.jpg,
Mobileuploads_60.jpg,
Mobileuploads_61.jpg, helpen verhuizen
Mobileuploads_62.jpg,
Mobileuploads_63.jpg,
Mobileuploads_64.jpg, sinterklaas t-shirt
Mobileuploads_65.jpg, ze had het niet door
Mobileuploads_66.jpg,
Mobileuploads_67.jpg, politiehumor
Mobileuploads_68.jpg,
Mobileuploads_69.jpg,
Mobileuploads_7.jpg,
Mobileuploads_70.jpg, de buschauffeur zit lekker te whatsappen
Mobileuploads_71.jpg,
Mobileuploads_72.jpg, en de komende tijd: heb (leen) ik een Saab 93 met gastank! wat rijdt hij fijn :-)
Mobileuploads_73.jpg, de barman.
Mobileuploads_74.jpg,
Mobileuploads_75.jpg,
Mobileuploads_76.jpg,
Mobileuploads_77.jpg, wow, dit had ik als kind geweldig gevonden (en nu ook nog wel...)!!
Mobileuploads_78.jpg, pas op — at Westergasfabriek Amsterdam
Mobileuploads_8.jpg,
Mobileuploads_80.jpg,
Mobileuploads_81.jpg, TU Delft negatief in Nrc: belangenverstrengeling, onrechtmatige besteding van (overheids)geld en nevenfuncties
Mobileuploads_82.jpg, voor maar 7,95!
Mobileuploads_83.jpg, op het skepsiscongres
Mobileuploads_86.jpg, =WAAR!!
Mobileuploads_87.jpg,
Mobileuploads_88.jpg, gezellig
Mobileuploads_89.jpg, sweetlakecity jeugd
Mobileuploads_9.jpg, 
Mobileuploads_90.jpg, Simpsons lucht
Mobileuploads_91.jpg, hier is blijkbaar ook markt voor.
Mobileuploads_92.jpg,
Mobileuploads_93.jpg,
Mobileuploads_94.jpg, vuurwapens in auto
Mobileuploads_95.jpg, cocaïne in vaten tomatenpuree
Mobileuploads_96.jpg, bij de douane: (zee)containers worden gescand op afwijkende lading
Mobileuploads_97.jpg, baggerpomp
Mobileuploads_98.jpg, voor hele grote poliepen
Mobileuploads_99.jpg, enthousiaste jongen
amelandenterschelling_1.jpg,
amelandenterschelling_11.jpg,
amelandenterschelling_12.jpg, doei
amelandenterschelling_13.jpg, de heer en mevrouw wientjes op de robbenboot
amelandenterschelling_14.jpg,
amelandenterschelling_15.jpg,
amelandenterschelling_16.jpg,
amelandenterschelling_2.jpg,
amelandenterschelling_5.jpg, hier lagen we op/naast
amelandenterschelling_7.jpg,
amelandenterschelling_8.jpg,
blokhaken_1.jpg, stuk vlees
blokhaken_11.jpg, Mijn lievelingsshampoo die mijn vader voor me heeft meegenomen uit vietnam!
blokhaken_12.jpg, Nu
blokhaken_13.jpg, André's bal
blokhaken_14.jpg,
blokhaken_15.jpg, Laat ze maar
blokhaken_16.jpg,
blokhaken_17.jpg, Cadeautje voor ella
blokhaken_18.jpg, naast me
blokhaken_19.jpg, Uitzicht van kantoor een paar dagen geleden
blokhaken_2.jpg, Wat lief?
blokhaken_20.jpg, De maan
blokhaken_21.jpg, Rode poten patrijzen
blokhaken_22.jpg, David lynch
blokhaken_23.jpg, David lynch
blokhaken_24.jpg, David lynch
blokhaken_25.jpg, Ijs met stenen
blokhaken_26.jpg, Mari slaapt
blokhaken_27.jpg, Wat zijn die asbakpalen van de ns (die constant zelf in de fik staan) toch mislukt, het stinkt alleen nog maar meer op het perron. Als ik de ontwerper was zou ik me erg schamen
blokhaken_28.jpg, Babel fat tower op de tentoonstelling 'Living Remains'
blokhaken_29.jpg,
blokhaken_3.jpg, Dit is heel vies!
blokhaken_30.jpg, Resultaat van mijn fantasie
blokhaken_4.jpg,
blokhaken_5.jpg,
blokhaken_7.jpg, Lieve jongen
blokhaken_9.jpg, Een half uur later
geiten_1.jpg,
geiten_2.jpg,
geiten_3.jpg,
geiten_4.jpg,
geiten_5.jpg,
geiten_6.jpg,
geiten_7.jpg,
geiten_8.jpg,
ierland_1.jpg, werk van een straatartiest in dublin
ierland_10.jpg, hij zag er mooier uit dan hij smaakte
ierland_11.jpg, nieuwe ring
ierland_12.jpg, glas-in-lood in Galway
ierland_13.jpg, Ik dacht even dat dit zo'n godservaring was: net toen ik aankwam scheen dat ene zonnestraaltje door het kerkraam precies op het gouden kruis. helaas bleek het een door mensen geplaatst spotlicht te zijn.
ierland_14.jpg, pas op laura!
ierland_15.jpg, 
ierland_16.jpg, muur van een fort op een eiland
ierland_2.jpg,
ierland_3.jpg, Cork en Kilkenney
ierland_4.jpg, in Cork
ierland_5.jpg, de snippers uit een papiershredder hebben een goede bestemming gekregen...
ierland_6.jpg, het is niet secure versnipperd
ierland_7.jpg, het landhuis-hotel van John en Margaret
ierland_8.jpg, er is iets mis met dit schilderij
ierland_9.jpg, ik vermoed dat het beest niet blij zou zijn als hij zichzelf nu zo zou kunnen zien. je ziet jezelf toch liever wat fierer vereeuwigd.
inst1.jpg,
inst10.jpg,
inst11.jpg,
inst12,
2.jpg,
inst12.jpg,
inst13.jpg,
inst14.jpg,
inst15.jpg,
inst16.jpg,
inst17.jpg,
inst18.jpg,
inst19.jpg,
inst2.jpg,
inst20.jpg,
inst21.jpg,
inst22.jpg,
inst23.jpg,
inst24.jpg,
inst3.jpg, stond hij bij jou ook op de brouwersgracht, Dirk?
inst4.jpg,
inst5.jpg,
inst6.jpg,
inst7.jpg,
inst8.jpg,
inst9,
2.jpg,
inst9.jpg,
isditkunstofkanhetweg_1.jpg,
isditkunstofkanhetweg_10.jpg,
isditkunstofkanhetweg_2.jpg,
isditkunstofkanhetweg_3.jpg,
isditkunstofkanhetweg_4.jpg,
isditkunstofkanhetweg_5.jpg,
isditkunstofkanhetweg_6.jpg,
isditkunstofkanhetweg_7.jpg,
isditkunstofkanhetweg_8.jpg,
isditkunstofkanhetweg_9.jpg,
lamp_1.jpg,
lamp_2.jpg,
mobileuploads220.jpg,
nou_en.jpg,
ohohmari_1.jpg,
ohohmari_2.jpg,
ohohmari_3.jpg,
ohohmari_4.jpg,
ohohmari_5.jpg, - with Mari Bennie and Britt Dekker
parade2010_1.jpg, gras tussen de planken
profilepictures_1.jpg,
profilepictures_12.jpg,
profilepictures_14.jpg,
profilepictures_15.jpg,
profilepictures_16.jpg,
profilepictures_17.jpg,
profilepictures_18.jpg,
profilepictures_19.jpg,
profilepictures_2.jpg,
profilepictures_21.jpg,
profilepictures_22.jpg,
profilepictures_24.jpg,
profilepictures_25.jpg,
profilepictures_26.jpg,
profilepictures_28.jpg,
profilepictures_29.jpg,
profilepictures_3.jpg,
profilepictures_30.jpg,
profilepictures_31.jpg,
profilepictures_32.jpg,
profilepictures_33.jpg,
profilepictures_34.jpg,
profilepictures_35.jpg,
profilepictures_4.jpg,
profilepictures_9.jpg,
random_1.jpg, poezelige voetjes
random_10.jpg, mari bennie
random_11.jpg,
random_12.jpg, schapenwereld
random_13.jpg, closeup
random_14.jpg,
random_15.jpg,
random_16.jpg,
random_17.jpg,
random_18.jpg,
random_19.jpg,
random_20.jpg,
random_21.jpg, "international removals"?
random_22.jpg,
random_23.jpg,
random_24.jpg, nighty night
random_25.jpg, werk
random_26.jpg, 's ochtends 9u
random_27.jpg, jammer dat hij vaag is
random_28.jpg, de oogst van deze zomer
random_29.jpg, japanse pannenkoeken
random_2a.jpg, beklimming van stromboli
random_3.jpg, Catacombe dei Cappuccini
random_30.jpg,
random_31.jpg, champignons, spek, ei, noodles en nog wat
random_32.jpg, biefstuk, spinazie, mayonaise en de fameuze bewegende visvlokken
random_33.jpg, dit vond ik op straat. wel een beetje vies maar het moet toch gefotografeerd worden.
random_35.jpg,
random_36.jpg,
random_37.jpg, 2 beelden
random_38.jpg, gezelligheid op z'n best
random_4.png,
random_5.jpg, hondje met klitten
random_6.jpg, hondje met klitten
random_7.jpg,
random_8.jpg, hoi
random_9.jpg, waarom zijn de nederlandse politiemannen toch altijd zo stoer? (schiphol)
robodock_1.jpg,
robodock_2.jpg, de fenix
robodock_3.jpg, vuur
robodock_4.jpg, vuur...
robodock_5.jpg, nog meer vuur..
robodock_6.jpg, en vuur..
robodock_7.jpg,
robodock_8.jpg, en nog meer vuur!
robodock_9.jpg, de maan was er ook
snorrenenpruiken_1.jpg, Mullet Brown Jason 80s
snorrenenpruiken_2.jpg, Oversized Old West Synthetic Mustache $9.99
snorrenenpruiken_3.jpg, The Artiste' Style Synthetic Mustache $9.99
snorrenenpruiken_4.jpg, Michael Jackson Thriller Wig
snorrenenpruiken_5.jpg, Long Heavy Chico Mustache 100% Human Hair - Glue On $9.99
snorrenenpruiken_6.jpg, Monk Wig
thatcherillusion_1.jpg,
thatcherillusion_2.jpg,
thatcherillusion_3.jpg,
thatcherillusion_4.jpg,
thatcherillusion_5.jpg,
thatcherillusion_6.jpg,
thefarside_1.jpg,
thefarside_10.jpg,
thefarside_2.jpg,
thefarside_3.jpg,
thefarside_4.jpg,
thefarside_5.jpg,
thefarside_6.jpg,
thefarside_7.jpg,
thefarside_8.jpg,
thefarside_9.jpg,
wallphotos_1.jpg,
wallphotos_10.jpg,
wallphotos_11.jpg, Bert en Clara de duif
wallphotos_12.jpg, ik denk dat hij diep in slaap is
wallphotos_13.jpg, Kijk hoe hard Perseus vecht voor die arme Andromeda... Namaak door Chinees bedrijf "wanggywanggy" nu beschiknaar va 125 dollar! 
wallphotos_14.jpg, ze had het niet door
wallphotos_15.jpg,
wallphotos_16.jpg,
wallphotos_17.jpg,
wallphotos_18.jpg,
wallphotos_19.jpg,
wallphotos_2.jpg,
wallphotos_20.jpg,
wallphotos_21.jpg, zo vader zo zoon
wallphotos_22.jpg, rabbit-duck illusion: rond pasen zie je een konijn, in oktober lijkt het een eend
wallphotos_23.jpg,
wallphotos_24.jpg, mediamarkt. gezellig samen winkelen. zouden dit henk en ingrid zijn?
wallphotos_25.jpg, bij mediamarkt
wallphotos_26.jpg,
wallphotos_28.jpg,
wallphotos_29.jpg, Radio Bergeijk
wallphotos_3.jpg,
wallphotos_30.jpg, Lys, is deze willy muis?
wallphotos_31.jpg, henk bleker en dobby the house elf
wallphotos_33.jpg, ik denk dat deze twee broer en zus zijn
wallphotos_34.jpg, wat een lelijkheid...en het is overal om je heen als je erop let! en sinterklaas is nog niet eens voorbij!
wallphotos_35.jpg, amarylliskweker/EU beleidsmakers: is dat laatste punt advies nou echt nodig?
wallphotos_36.jpg,
wallphotos_37.jpg,
wallphotos_38.jpg,
wallphotos_39.jpg, het was een fijne dag, dank allemaal!!
wallphotos_4.jpg, ...:(
wallphotos_41.jpg, lang leve de tv! wat ik nu weer geleerd heb: willem klein, rekenwonder die zijn kunsten in tv-shows tentoonspreidde, werd op 1 aug 1986 in zijn huis vermoord en de moord is nooit opgelost. geheimzinnig... (wikipedia: willem, alias willy wortel, kon oa binnen 1 minuut uit zijn hoofd de wortel trekken uit een getal van 216 (tweehonderdzestien!) cijfers)
wallphotos_42.jpg, hier ergens kwam rook uit
wallphotos_43a.jpg,
wallphotos_45.jpg, leuk, maar waarom knippen mensen de labels er niet af?
wallphotos_46.jpg, expositie in het GEM. oa een overzicht van (nog) niet voltooide projecten van kunstenaar david blade
wallphotos_47.jpg, de vleesetende plant was bijna dood maar heeft nu weer babies! ik denk dat wat meer schaduw hem goed gedaan heeft
wallphotos_48.jpg, "As king of the forest you need to look your best. The Cowardly Lion wig and mane has ringlets of synthetic reddish-brown locks to frame your face. Fabric ears are placed at top and are accompanied by a black bow."
wallphotos_49.jpg, strijkorkest in de Hema
wallphotos_5.jpg, nee
wallphotos_50.jpg, 
wallphotos_52.jpg, tineke (volgens google image)
wallphotos_53.jpg, politieke partijen in grafiek volgens kieskompas
wallphotos_54.jpg, Stellarc
wallphotos_55.jpg, "The Ninth Hour aka Pope Struck By a Meteorite" - Maurizio Cattelan
wallphotos_6.jpg, kiezen tussen man met seksverslaving in Shame van Steve McQueen of The Muppets met mijn favoriet Pepe ("I am not a shrimp I am a king prawn!")...
wallphotos_9.jpg, blij dat hij gered is
watplaatjes_1.jpg, foegoer
watplaatjes_11.jpg, dork
watplaatjes_2.jpg,
watplaatjes_3.jpg, alien overmeesterd
watplaatjes_4.jpg, voor Bob Ross
watplaatjes_5.jpg, weduwe Wittenberg
watplaatjes_6.jpg, hoi
watplaatjes_7.jpg,
watplaatjes_8.jpg,
watplaatjes_9.jpg, "wat is het, wat doet het?"
weekendjehalsteren_2.jpg, halsterianen
weekendjehalsteren_4.jpg, mooie prijzen
weekendjehalsteren_6.jpg, gezellig druk was het om 22u
